addicupo_state,remaining_addicupo,id
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3b4a3d8b-a82b-46a5-a91c-d96deaa62596_103
AVAILABLE,1800000,3b73e154-30d3-41c0-a527-5b5264d7e622_103
AVAILABLE,1799999.891,3b8e7ce5-f512-4257-8994-20100ad4c79e_103
AVAILABLE,1894953.925,3bb08084-548b-43b1-b405-851d5f11da1b_103
BLOCKED_BY_FRAUD,0,3c0c60b0-9f76-4c7c-9c7e-18f8d60ffe1a_103
AVAILABLE,0,3c2550b7-0623-4190-aead-3edf9e8f4b52_103
AVAILABLE,0,3c2a2ba1-5330-45da-9c7c-f71fad755088_103
AVAILABLE,1749835.624,3c4f0f82-496c-4898-8071-c800a62162a4_103
AVAILABLE,1350000,3c534dbf-1cbe-403a-9ac2-73d18936df54_103
AVAILABLE,1329086,3c55c4fa-18fb-40f6-8b39-f0dfc4ee2ca1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3c86d552-bafd-4b88-9780-0c25ea447bb9_103
BLOCKED_BY_CONDONATION,0,3c9d14a2-09ed-4713-9d67-cd5dc10e7140_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3d41072d-2f01-4c91-b56f-c227734f3c66_103
AVAILABLE,995903.0285,3d482706-2891-47e8-8e56-f741ff914de8_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3d5ad62d-157e-4bd8-be67-0679534f5cee_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3d6032b0-a006-4117-804e-536b34a6fba4_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,3d630bea-1422-4fd9-8d8b-af2206d01761_103
AVAILABLE,2647400,3d786a17-e164-40e3-8215-1437bab8254e_103
AVAILABLE,1650000,3d808178-c4b9-4dd4-9569-5000cca57b06_103
AVAILABLE,1441919.425,3dbd79ef-c6d5-426d-bbee-c37d46cef69c_103
AVAILABLE,0,3dc9e51c-e889-4c45-ad7b-1e2b2c25f124_103
AVAILABLE,1441701.006,3e1abfdf-f67c-4d72-9788-24cad6c79b94_103
AVAILABLE,996000,3e35ba68-fd86-449f-b9a8-34c30809f858_103
AVAILABLE,2499999.895,3e788e6b-d2db-4034-967f-b7f40ba90da7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3e87e1a1-5905-49d0-9d5f-7e9cafcd7372_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3e8aaa8d-01c6-4d26-af52-5a7714224fdb_103
AVAILABLE,944873.7185,3e997dbe-b726-4276-9573-7d5418b70261_103
AVAILABLE,1441693.023,3ec40afd-ab5c-4889-a9aa-9d4043176b31_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3eee380f-dd15-490f-86ae-f91ba776ac6d_103
AVAILABLE,1441514.048,3eefe5e5-129b-4475-ae41-3d445fb74d63_103
AVAILABLE,800000,3ef8537a-8423-4072-a89f-76fd4515cbb9_103
AVAILABLE,1800000,3f0ea234-592b-4d93-b912-7d3f37ab0b07_103
AVAILABLE,683300,3f201edb-8381-4946-93a2-75915388037d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3f3e0996-9f56-431e-beae-0e8a02681c23_103
AVAILABLE,1733316.28,3f412bf0-7c23-4f70-b1ae-a2a017fdef03_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3f4e007d-f5cc-482a-937c-ad132263ebaa_103
AVAILABLE,2514136.333,3fd80628-ac55-4192-b4db-2bd1b459eb93_103
AVAILABLE,1280331.776,40007c27-0658-4daf-9eb9-d14193cb8fcf_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4004e6f6-efb7-498d-97fd-1f69826a0e61_103
AVAILABLE,1350000,4025524e-f95b-46e2-bba6-d122cacb666b_103
AVAILABLE,1441740.66,40663c16-fa6b-4778-b1de-6248a9ddda46_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4068d896-9dda-409c-b26e-3644ad84988e_103
AVAILABLE,2041955,406ce7ce-eacb-4c94-ace2-ec73b9171850_103
AVAILABLE,1441700.903,4089a8a9-a7f0-4a7d-bb84-348ffcfd6843_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,40ad1c8b-e8ea-48ec-8caf-65115cb3bf69_103
AVAILABLE,1216300,40c93a9e-a13f-4622-a233-8fb9d9de0674_103
AVAILABLE,1908222.644,40cf205b-3848-485f-ac4f-71d5396a3eb5_103
AVAILABLE,1800000,40f1339d-4ecc-4f01-84b6-9f567492d1fb_103
AVAILABLE,879857.4983,4114ca76-bf2a-4c47-9d0e-b6d688f8f57b_103
BLOCKED_BY_CONDONATION,0,4123739b-614e-4928-9791-b19edc814b1d_103
AVAILABLE,2500000,4144e199-8072-4235-bc2a-c3d7f91809fe_103
AVAILABLE,1800000,415136aa-85ba-4040-90ce-c60f75906ecb_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,417e4c1a-53ff-4c14-92e9-1f8641f457c1_103
AVAILABLE,453046.363,4190e7cf-5eb0-4196-9cc9-2e79c21c2825_103
AVAILABLE,1584786.33,41a2e392-bfc0-4664-80b8-4b2430b9f0b0_103
AVAILABLE,1494000,41a858a4-4cc9-44ae-b326-dda09704201e_103
AVAILABLE,831275.3704,41b8de1d-ae6b-4da0-a470-839937de1df8_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,41d5d50a-8ee2-4113-bcb6-15c767d452a6_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,41d93593-39aa-4aeb-a32c-72a880ced425_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,41e16d28-ed8c-4ea2-8e90-e6b94a8c3dbb_103
AVAILABLE,1349950.27,41fcdd3c-dcc8-40e6-a58e-96083b08fc1d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,420a4669-1154-41eb-8533-ed86da926aea_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,422bc353-eab3-4406-ab92-8d608e8ba58e_103
BLOCKED_BY_CONDONATION,0,4236b18e-ec72-4e7d-9793-96e8af7381ed_103
AVAILABLE,2156650.666,425dd06f-29e9-4257-84b9-1e5456db736f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,42826545-1c62-417b-8129-ca96f923061e_103
AVAILABLE,1125000,428fdbe4-dacd-40a9-b76d-c9a5a6219e50_103
AVAILABLE,1562061.484,429eec45-7ad2-4626-895f-719ad19ee999_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,42ad359d-fc4d-45d4-9139-dd7becb976c4_103
AVAILABLE,1500000,42df120c-d27e-47bd-b774-66677b28bd55_103
AVAILABLE,1881711.626,430165a1-79a9-4584-9c0b-7f9c778224f2_103
AVAILABLE,1800000,432c5dce-9393-4aea-bd73-fc488a85ef52_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,434e0f7d-dd20-43a1-a54a-bf6f35ed8362_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4360ef0f-27ce-4b66-8687-a4fe397bf8c6_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,43768e4b-1324-4e16-adf3-22f247ca665e_103
AVAILABLE,466757.4386,4383302d-1f9a-4e1d-bc62-134b7976c944_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,43c33d65-04f7-4125-9892-8217a0ab59c1_103
AVAILABLE,1733300,43ddfce8-7b46-4a1b-b4f0-4fafa21e994e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4402d96d-8ef1-45c9-8d3d-f0222a666d37_103
AVAILABLE,2800000,440543db-0816-4bda-a4d5-2b7a932f5510_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,441cb47a-ef28-47c8-803d-3ca219d2a27a_103
AVAILABLE,600000,441cedef-31e0-4c68-a1df-cd86842a7b6e_103
AVAILABLE,698123.2999,44324762-63ff-4d37-b1e6-7254ccf9574e_103
AVAILABLE,1800000,4435f37b-ee93-4756-a8c2-56096840967a_103
AVAILABLE,0,4449250a-be95-4eee-8617-0d06c747cd7c_103
AVAILABLE,1093528.106,4487ff9e-9410-49e0-8aee-c4e38fb8cc2a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4491ef9a-c125-4cf6-9d87-0662356c3684_103
AVAILABLE,0,44a1f609-f156-4564-9ae8-286e495cf0e1_103
AVAILABLE,897446,44ec1547-696b-4f05-ad52-bff76d99c3d4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,44ec9752-eacd-4960-9a89-7282dfbff090_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,45002ac6-2773-424a-883c-eb3006335cae_103
AVAILABLE,1800000,45278d41-9930-4a93-9507-46b4b39267b5_103
AVAILABLE,1350000,4545e916-7f53-479b-9e9c-8e7c791b8ae1_103
AVAILABLE,2473678.892,455aacb3-300f-47c1-a5f1-6070ce8e8e9f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,456779c6-96fc-480d-87ac-fb884bf4a38e_103
AVAILABLE,1480009.668,456a81f0-0241-4ff8-8c3b-7c747e9e4ccc_103
AVAILABLE,1799905.979,456ce2c3-98e7-49b4-9668-4ccb95062893_103
AVAILABLE,901529.9934,459544fd-0741-4a4b-9a3b-b5b2116c8b9c_103
BLOCKED_BY_FRAUD,0,459e6751-f8be-424c-91a6-f0f514d29f5d_103
AVAILABLE,1202258.585,45a072b4-226d-46cb-8a96-9582b53262ab_103
AVAILABLE,901529.9916,45be0e2e-d615-4f94-8a32-565b55b53550_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,45cf060c-fa49-46a7-9159-f118470fa926_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,45f12b77-e9cb-4512-a8b0-b5978b54b9bd_103
AVAILABLE,2799999.7,461d81a4-2877-4217-b7a7-178fdcf39fe8_103
AVAILABLE,708958.3831,462229a8-3a23-451f-93fa-90eaded5325f_103
AVAILABLE,1800000,463c67ae-c39c-4eab-b70b-4b5d61160e6e_103
AVAILABLE,961133.9307,463ece05-b9ac-462c-b829-f7902d8d0bc5_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4650fa7a-6c5b-4b2f-9907-64a77247101b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,466306b7-7559-4ff3-8d2d-66294e34ccf1_103
AVAILABLE,1800000,46773e6c-ce52-41d4-a17c-7ada8d0a9f98_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,468087cb-827b-4d49-8aa2-2f0f8db8ab36_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,46890b84-fb2a-4c29-9614-231f96bee9dd_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,46962cc0-81cf-409f-bf4a-5e074cd32fac_103
AVAILABLE,959811.9982,46c088cf-9f9d-4349-b55b-42efe8ae7d98_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,46f6c027-4cd1-4e30-b558-d25b33fc1e58_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,474ffe42-89f6-40dc-b521-1792822b3d8b_103
AVAILABLE,1800000,4779a8c8-4fb4-4a72-a3f3-339c55e0103c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,47a119d6-d7c1-47d0-8ba2-205cdcbaba19_103
AVAILABLE,628425.7026,47bdcef6-0456-4351-a73b-02871c609137_103
AVAILABLE,1800000,47c73dc0-0ed2-43a6-9a97-0ea8728d023a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,47f428ed-1217-4fda-9bb0-f2bf1160325e_103
AVAILABLE,1494000,47fbd72b-5b9d-465d-9c84-70d023475ed3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4801ebd3-45d7-4600-be66-0b4ba385feb6_103
AVAILABLE,1205400,480b75a8-1b80-433e-b58f-e8de2a217384_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4831eeea-0357-4950-9f85-b6444a7449a9_103
AVAILABLE,599775.4093,48448a7b-e579-4854-8b9b-0d2849015278_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,48563a28-b84a-4028-84b8-a84dc463edd1_103
AVAILABLE,1800000,486bafac-77c5-45ce-9afd-d7496a0b3154_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,486df016-3b38-4b47-9c37-d3b7e8713ebc_103
AVAILABLE,900665.7601,48a70108-8c32-4b2a-93ed-eb45f967a160_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,48d2d4d5-7f85-4b6d-949f-a67c7249ae05_103
AVAILABLE,2904826.95,48d5f817-2393-457a-b22d-b855dcc74a3f_103
AVAILABLE,1336935.423,48df1064-ef6c-4ce0-aa16-17bf85647dd6_103
AVAILABLE,1100149.087,48efe6f3-2b6d-4567-8fdb-afdc334776e2_103
AVAILABLE,450739.4359,48fc836c-8ef2-4411-8dec-6aff620e5aa4_103
AVAILABLE,1429622.5,49010e82-1966-48cb-8b9d-3b5360f6bde6_103
AVAILABLE,0,49172e0f-5759-467f-95fd-074efa30ee8e_103
AVAILABLE,1160499.135,491c1259-ba22-4b89-8741-3e0c0292de15_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,498ef5ce-853a-44a6-a196-b2031b72d42f_103
AVAILABLE,2500000,49930b9f-50f6-48a8-a17e-ce14ac356f16_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,4997d816-5b7d-4025-b0f1-6063a2edb21c_103
AVAILABLE,828938.7478,49a3b36d-fda8-407c-ad70-db6cce41840f_103
AVAILABLE,800000,49aa6dd7-6725-44b3-a533-4b1b709efa00_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,49b221ec-68b0-460a-b1f9-1a650950024e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,49b96d9a-4cf6-44c4-8a11-580168e93ea7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,49ca62d0-a668-4559-a22a-3a56fc8a0fa5_103
AVAILABLE,1805599.689,4a0087bb-948b-43b2-b04b-06782ad218f0_103
AVAILABLE,1441700.297,4a02612f-37ed-4133-8daa-327ec8a8a63f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4a1b3a1e-e012-4e37-ac7f-4487edf596c0_103
AVAILABLE,1799999.953,4a1ea127-375f-45c1-bf18-99f1c0a69ecb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4a48d9e4-38f7-448f-85af-9bcbc4d877a9_103
AVAILABLE,77470.13934,4a5403e4-0c88-4356-9e25-c87b86274176_103
AVAILABLE,1440333,4aa93464-e6e4-4061-840a-9cb2eb2745f0_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,4abbfbc5-8d2a-4cd8-b33e-62c505c861cb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4ae73db3-cb6a-4760-96ca-8a1ba9b48307_103
AVAILABLE,2716661.198,4ae9de0d-968a-43b9-bdd1-b605e5112215_103
AVAILABLE,702806.4418,4aebb8a4-af77-4e4d-931a-0bdfd51286e5_103
AVAILABLE,1500000,4b09ed30-0f08-4357-85a7-37e701242635_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4b0e5e7d-c594-40f6-8b98-55fb9c507958_103
AVAILABLE,901529.9916,4b0f69c8-007b-42d1-88fa-de27cd05ef89_103
AVAILABLE,800000,4b20e6f9-71e4-451b-95c2-917c17d28f4a_103
AVAILABLE,2134899.4,4b3c5d78-35be-42fd-8b17-5f61c5f8c099_103
AVAILABLE,482323.4682,4b7a5c49-55c3-4e64-a0ac-12bb8e1f2188_103
AVAILABLE,1571037.861,4b8bcf5c-35bd-4bbd-8f31-942bc89c1a26_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4b9ab9f1-a414-476b-b0fb-a2b893853cd1_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,4b9febd3-b128-4e30-8136-85cc65d58a66_103
AVAILABLE,1441700.899,4bd9f0b6-4b79-4a63-ba63-1a4bbc4b55fa_103
AVAILABLE,1220595.051,4be3af00-aaeb-49d8-827a-a0c5145f0a3e_103
AVAILABLE,2048609.009,4bea89a7-dbf7-4e5b-9524-25c9e865f7d6_103
AVAILABLE,1494000,4bff52aa-0aec-469e-9f9b-df74a93cfe6b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4c04093e-f55d-4aa3-94d1-5f1cd0f8a9f0_103
AVAILABLE,1351747.817,4c0f99b3-ecea-4d91-99be-6be19b7e0b8c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4c3a64ce-569d-4ebc-b1d1-4b8f02c183c1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4c641b2a-819b-44ab-bd8c-49bf2ece2a54_103
AVAILABLE,1225139.827,4c78e49d-cded-4516-b453-3cf7c2165bd0_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,4cdb63aa-aa8c-4fbc-a100-0b4a4c019b72_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4cf1f299-4abb-4bec-a5c0-3191751c9e32_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4cf8372f-fa7d-4d83-9901-f80e91fa2f29_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4d020f26-cd05-48f9-936a-643537919c00_103
AVAILABLE,200000,4d4043b0-9638-4446-b56e-bca3c2239481_103
AVAILABLE,1799999.115,4d51c08b-b559-4e4f-8e9b-9ff2b9ac04dd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4d52d34a-ec70-4ff4-97b1-ea3e19a35a82_103
AVAILABLE,2047022.312,4d56e711-459e-4f3d-8c08-9e817e0090ac_103
AVAILABLE,2199999.997,4d6ae8ff-0fbb-4068-97c0-e291b0e05592_103
AVAILABLE,1157496.844,4d6e210e-d74d-4dd9-9ff2-8f268861535e_103
AVAILABLE,1009050.938,4d7f9b98-1131-4a5c-9a01-b2c6578798c0_103
AVAILABLE,1493999.127,4d9623ea-b933-4d6e-b6f9-bcef8bccb702_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4dbdd807-d09d-4d87-bc47-b5f4b775bff4_103
AVAILABLE,1799915.611,4dde4321-a1fb-4e76-bf21-b9c8bc6a105a_103
BLOCKED_BY_FRAUD,0,4ded90eb-c164-4d9c-a1b8-8d90b37f0263_103
AVAILABLE,1500000,4e02ce2c-7da3-4353-b898-2fc83d183cdd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4e05376b-c6a6-49e6-8a6b-4210c51edae7_103
AVAILABLE,1650000,4e0f4f85-dab3-4103-af6f-cee5b2c30b40_103
AVAILABLE,2045707.652,4e11e1be-2ca2-4d9a-80ad-c6e50aadacd2_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,4e191ca4-2b99-448c-b584-31edcc2cb7ed_103
AVAILABLE,1494000,4e2c3396-5f5e-41cc-a53a-382da18b45d0_103
AVAILABLE,1319540.023,4e59a4ef-c7f0-4644-9262-4b46341f8eba_103
AVAILABLE,628573.1349,4e6ae13a-9637-4808-af18-ccc7d93cdb76_103
AVAILABLE,656217.6925,4e7570e6-82eb-44c5-bd95-aa8b00bd71e0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4e7d5656-b4d5-46a7-8da5-e66f2bb6e8e3_103
AVAILABLE,1350000,4e950d12-d8f1-4f49-88a5-f420d2b81b4e_103
AVAILABLE,1493877.546,4ec05c5c-6f26-4adc-85a1-38eb785dfb74_103
AVAILABLE,1800000,4ee7a8f2-f067-40c4-b410-56f886873516_103
BLOCKED_BY_FRAUD,0,4ef220e8-c348-49a0-9572-88c7038349f0_103
AVAILABLE,1494000,4f2895ec-e2e1-4bb7-8a19-b0706b814af1_103
AVAILABLE,1441558.371,4f2f612e-59e2-4a0d-a606-232c0ec6e9c8_103
AVAILABLE,1547158.55,4f6c6ff3-7ea1-4053-a0ec-b75e2de34591_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,4f7474a4-0776-4b6d-aa95-b50c6f935090_103
AVAILABLE,1808976.376,4f7c97f2-e48c-42d1-97a9-77228d577346_103
AVAILABLE,846112.0915,4fc6fc09-51ab-4ffc-a842-98ede77b2cf8_103
AVAILABLE,1003194.119,4fd7b22d-3a22-4587-b7f8-4e3eba890e3e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,500aff13-2e8e-4067-a6c5-c433d5c2a00c_103
AVAILABLE,199942.4929,50469807-cc28-48d2-bf8b-a480aba9ab85_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,504d0a8d-eada-4e55-b5a4-5fed1d67c752_103
AVAILABLE,2083022.403,504de5bb-d7d9-49be-a722-ecb5c9442610_103
AVAILABLE,701000,5063d86d-4ff7-4090-9c93-53d1aeed89f0_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,5064bf4b-df8f-4c9a-80be-7d0cd58fecff_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,5072acec-a71e-4f90-9f57-2cf65fd1cbc9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,508893aa-c1d4-44df-98f8-c680f2d2952a_103
AVAILABLE,497800,50b56562-198e-47ab-8785-fe62c95feef7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,50bd3056-5bdd-44ae-af99-47f4230d7ea1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,50ca8f78-2270-4e80-9186-f08715c4bb05_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,51081985-7071-4f79-b4db-ecccb1bf4b40_103
AVAILABLE,900000,5114e70c-7bdf-4ebe-b056-01bff972cab2_103
AVAILABLE,1593367,5174b753-6692-49cd-b2c5-bfcc1716d135_103
AVAILABLE,1244515.03,51ad6dc7-c338-4740-85d5-83f905565da0_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,51bf8c9a-0e25-4fcd-8a58-9d8a3c66258f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,51e383ee-9532-4541-81e0-5cc4012e3ad6_103
AVAILABLE,430635.33,51e6fa18-3064-4a2e-8290-04863128a9d6_103
AVAILABLE,1650000,51f71403-fe8c-4560-b4a3-c35bca11d16f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,51f8b8b9-e819-4cb5-9409-3cf1c02044d1_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,520f0341-eb1f-49a9-b83f-194a3e17bce0_103
AVAILABLE,1470483.171,523c1ca3-09c4-4ee9-8428-0f44c8b43140_103
AVAILABLE,1394150,523cb27a-4928-4909-ac21-deb6b200d152_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,524f12a4-6465-4c12-acfe-1b18a04c0e7e_103
AVAILABLE,1583754.714,524f4af4-fdb6-4890-a32f-c0472ebc371e_103
AVAILABLE,961133.6014,52578aea-8ed9-4de7-b225-7745bef70cd2_103
AVAILABLE,1800000,525a61d2-adf0-4b17-bde5-b2451e903a7a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,5274fc4d-6bc1-4d2b-93e3-118bf46fc634_103
AVAILABLE,1003180.624,52913598-0f5c-4826-add8-19d038888760_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,5291bfb4-7c47-42f8-bd4e-efb3976a565d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,529c45ea-f14d-4397-9416-911501eccbe5_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,52b5a7fd-e86c-4217-9add-0c21ba6c8a9b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,52b95d83-1d49-44bb-a3e9-2c8e3474a6b0_103
AVAILABLE,806732.8551,52bab645-6af4-4df6-ae8b-f0b776fce6f8_103
AVAILABLE,1176400,52eb14ec-b7d5-4e2c-ad3e-dfc99f609742_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,52f12efb-0da0-4490-af8f-2838dc0f5ee9_103
AVAILABLE,1456819.065,53208741-8fc4-445f-b959-ef154aae327c_103
AVAILABLE,605000,53300fbb-830d-46bb-acf3-caea4b4fbb79_103
AVAILABLE,1460705.398,53629acf-c2fa-435f-aea3-6548e618d5f7_103
AVAILABLE,2134068.33,5367c8ab-dfcd-4d62-8ae8-69f44e62126a_103
AVAILABLE,1348911.482,5398d071-3aa8-4435-8503-c7f3c935964c_103
BLOCKED_BY_FRAUD,0,53a4b173-9d82-45fb-be29-99a828cb6d7f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,53b69ca2-f54f-498b-b6d9-85de54b99bb6_103
AVAILABLE,2293833,53c618c1-1c00-4dc9-86aa-13aa4ad697b5_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,53cfef93-b79f-4092-aaa3-0eb71ce172cb_103
AVAILABLE,1500000,53d10f80-ebc4-4240-ba29-bf71b97bef41_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,53e2dc5e-6e3a-4b41-8a75-4eba99c152e1_103
AVAILABLE,0,5404a331-48ed-4b05-84c1-bad000e91f28_103
AVAILABLE,1078634.683,545f5f3d-d316-45cb-a149-8cbf53793ca0_103
AVAILABLE,1799848.698,5467d49e-c131-4781-ba7c-653824575147_103
AVAILABLE,1800000,54717889-f843-468e-800a-59520acd432a_103
AVAILABLE,53425.44091,548f6a2d-4ff0-4062-906c-a40cbb4f396e_103
AVAILABLE,976083.9974,54909ed1-3497-46cf-99f1-ac2e3c7d07f9_103
AVAILABLE,2499969.296,54a17891-5f50-4a0e-b4b2-624f55e0abc1_103
AVAILABLE,763216.3466,54f137d5-bcc2-4c6d-8889-9bbc5b107e9f_103
AVAILABLE,1493849.343,552387d9-10b8-4b70-b63b-d2681e8c2f89_103
AVAILABLE,707690.8233,552d2bf2-9816-4f5b-b799-484db36314e4_103
AVAILABLE,0,5588d644-2b88-42c3-bd95-76b2718eb3c1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,55cbad2f-f346-4be2-8292-59563da6bf78_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,55fc8c19-a3a2-43c7-8f37-484df22b51d5_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,56198f46-2406-48f3-8df3-995ea87a8bb0_103
AVAILABLE,1441700.898,562eaf04-c579-486d-9d95-0eb7a1064e04_103
AVAILABLE,1442984.015,5639f332-1ffc-4814-957c-acebc1828fe7_103
AVAILABLE,1673620.635,563bde1e-30da-411f-93e4-a6a49641cbcd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,566718cf-0fbf-4947-b297-fce23e782aa6_103
AVAILABLE,1492102.624,5671bb18-19c2-4759-a10a-6efa0c0393f7_103
AVAILABLE,1800000,568ddd49-bb54-4c39-ab0e-c6a6b02be8cd_103
AVAILABLE,0,5693f193-f4fb-45b5-8147-41f9551e10bb_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,5697e9c6-4574-4174-925e-fe5b7c754db8_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,56bad563-d895-4d0e-b9e6-a5e76ff451e2_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,56be9c68-d1f0-40a7-a404-c1280f40fc74_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,56c1a6a7-bec2-4877-bd74-e76df14ddf4d_103
AVAILABLE,1800000,56d2ecd0-5c4f-4c80-ad36-847bfef6097e_103
AVAILABLE,1963000,56f8e8d6-b3ea-4b96-86ec-e312a58cac62_103
AVAILABLE,866217.8458,571b7a48-7952-4e76-b87a-9038f7c3a00e_103
AVAILABLE,1500000,573b029a-d1d6-4d17-aa11-71e7577a2f61_103
AVAILABLE,1174438,574d7d8a-8d5d-47b2-b53f-06ba37a50525_103
