addicupo_state,remaining_addicupo,id
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,19ea02cc-7d29-48a1-a396-a50e6025e0c3_103
AVAILABLE,1197160.78,19eaba17-1de9-42a4-ad2f-aa6b7cc61c1d_103
AVAILABLE,1202039.989,1a0a8d52-7027-41a0-b235-8ca002d31687_103
AVAILABLE,2080209.099,1a1c9977-f005-4e39-9152-6bbef74cd47f_103
AVAILABLE,1749956.269,1a2c04ff-c0a9-4c51-ba14-fd81fa55aee4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1a357321-2a4a-462e-bdfa-703c5c9e6229_103
AVAILABLE,1316250,1a36c9ac-8683-411e-9bd3-74ad849cc365_103
AVAILABLE,0,1a431e84-f4ba-4f58-bfda-19c96ceaf148_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1a5d6934-3a0a-4e05-911d-9b3014f08d52_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1aa6d96b-e5d0-4cd5-806c-19e24e824a4b_103
BLOCKED_BY_CONDONATION,0,1ad255b4-5bac-422c-99a4-53877e700269_103
AVAILABLE,1585853,1afd5f96-e1cf-4ca3-805d-17a7df55da2d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1b306aba-e0b2-44cb-913d-453da5e9c30d_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,1b6413b9-af1a-4e28-977c-1b136dc5b475_103
AVAILABLE,1398199.534,1b70edbd-1f38-4d65-80e4-c9116ba0b878_103
AVAILABLE,0,1b9969d3-fb4d-4d8d-9920-fde29f3002ee_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1b9dc222-cc95-4261-81cc-d2922119a6ba_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1ba65610-9985-43cd-8199-c5ab4274d7d4_103
AVAILABLE,1800000,1bc7e684-360d-4f0f-a456-fb97d288aff4_103
AVAILABLE,648946.9716,1bef78ff-485a-461b-8e3e-ca22964ae7a7_103
AVAILABLE,1799999.991,1c39ea38-d3ff-4e45-9498-f9e72c9443aa_103
AVAILABLE,2386759,1c4f4363-1cf3-4af2-b87f-0ed0f8b10f40_103
AVAILABLE,265510.475,1c5db1e0-4527-4095-a82a-00fd2c7ec852_103
AVAILABLE,356817.8424,1c6ef4b9-10aa-45b0-9c70-cd361da396dd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1c850689-9d82-4566-9366-acf7819aff28_103
AVAILABLE,1347798.428,1c8a6682-9e08-4969-95a5-e53e18f42017_103
AVAILABLE,1239853.781,1ca51ba5-c82e-4ed1-ae28-436db343b0f4_103
AVAILABLE,1800000,1cd5a3c1-9e43-4b72-a752-21838d00e9c0_103
AVAILABLE,1453037.598,1ce0d804-db50-4102-bf78-fc179fa65223_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1ce4e6b6-fe18-4dc9-b962-f45f7abd4c41_103
AVAILABLE,2800000,1ce9944a-cefd-4569-a7c7-e3b6ea5c8066_103
AVAILABLE,1350000,1ceb0e3d-d16a-4f8b-a4d4-34630939ea83_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1d136b71-f5af-4325-b8b0-1f0a56b714c2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1d1a8cc2-d18b-4ba5-911d-871b1d707749_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,1d3d2c86-fff7-40ca-b9af-77ceff373f13_103
AVAILABLE,417325.3236,1d3d848d-6132-4afc-ab87-4599893c016a_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1d3e6a2b-c07c-4a45-90d5-00485d5a1095_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1d4d2812-ed6b-420c-8d32-1bded3c3dbea_103
AVAILABLE,2500000,1d5779ae-1bfe-4cbb-8f6a-4bda6e8ec9d9_103
AVAILABLE,1800000,1d8c4c8e-4db0-44cd-850a-347107b7d714_103
AVAILABLE,1494000,1dae7e6b-d563-4eaf-b22b-26159b4fa74a_103
AVAILABLE,1350000,1dfee7a1-95a6-4c11-9ad1-210e8decf1c8_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1e4bfe96-1d28-4386-b724-c84d682f10e6_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1e730cb8-4af7-4fe7-babf-85b206a827c1_103
AVAILABLE,1409500,1e767a39-2a11-4657-afec-441b8d99fd15_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1e89e019-3ff7-4774-94a9-0571ee91dedb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1e96cca0-e6d0-46cd-a140-3df12dacef21_103
AVAILABLE,529990.4598,1ebd1802-6337-4b95-bebc-33d34b6d6fe7_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1ec32f8c-de94-4e4e-909b-1f285dec27a0_103
AVAILABLE,799963.9379,1ec553b5-7e9d-4f19-a4ca-86b1034e64db_103
AVAILABLE,1800000,1ed7a79d-bcc7-41b4-a37a-1997a18f7fef_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1ed91986-0a16-4e9e-a9e5-38cfa8f894b9_103
AVAILABLE,886504.4888,1f17b493-e699-4444-b088-76e2d6526041_103
AVAILABLE,0,1f1c9d5a-3ead-4380-a3aa-6f0e15103d78_103
AVAILABLE,1799918.761,1f2bc149-0727-4d51-9516-fe6cd16b73cc_103
AVAILABLE,1800000,1f36329f-3868-450c-ab5d-ded158ee24ab_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,1f976d9d-5461-4df4-9f21-8c35e9ed5bb7_103
AVAILABLE,1494000,1f990ebb-014f-407d-99ce-226a7fca1dee_103
AVAILABLE,1956863.104,1fa80208-d357-4b3e-adb4-ebc13d58eaf5_103
AVAILABLE,599999.9986,1fdd1ef5-9068-4838-80cb-fdfe9ff7a279_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,1fe85680-1847-44b9-8277-8677b50f2c69_103
AVAILABLE,1800000,1ffa0f83-cf5f-4790-8dd4-76df8625f999_103
AVAILABLE,0,201d6b87-ff26-46a6-8155-3afa4f03c173_103
AVAILABLE,1446717.681,2028003b-7767-4f71-a67d-b2655550fb30_103
AVAILABLE,31419.08022,2034a4ee-013c-41ce-aec0-1d09365a917a_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,2051a7fe-d077-4319-a7b2-92fb4b9dfda4_103
AVAILABLE,996000,205b7144-112f-46f2-a2ee-6a8050aedea2_103
AVAILABLE,1649928.85,2078f01b-16b2-4a2a-9737-6beef4f0e9bc_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,20b22a1e-4f02-45ae-b894-39f0f51ec983_103
AVAILABLE,1800000,20b28d5b-173a-4e45-a398-ffcc39d25747_103
AVAILABLE,2066190,20c94cfc-16c5-48e5-8fe5-67848b45374b_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,20ca2014-dae2-4312-928c-01f0de0ed8fd_103
AVAILABLE,752065.7072,20de4670-eaeb-4d00-add2-4d4c3f4c3a61_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,210b2e8f-43b4-449d-9eb3-0f9ca3b594fe_103
AVAILABLE,1800000,211d4110-9beb-4e25-98ed-e1d8ba6fa7f0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,212aae07-c4d5-445a-8f06-31082b0a54e8_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,212b44d1-051c-479a-87b9-77792b096c53_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,212d527e-04a1-4bd3-bd3e-3872c28c0499_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,21682613-a94a-4775-84da-c38cca75dbe7_103
AVAILABLE,1956863.624,217b8675-f7aa-4cdd-a5ba-a4420441c13d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,21aa621a-9818-405a-8673-a7457645772e_103
AVAILABLE,1800000,21aff120-405f-4128-9298-0183b096e92b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,21c8defe-e7a4-41ed-a263-a7ebd52a14ac_103
AVAILABLE,1800000,22024099-e88f-489b-9ccb-d53d19aa43d4_103
AVAILABLE,290149.1841,220357d3-09df-4dcc-9c3a-dca446b97675_103
AVAILABLE,1799530.372,2213229b-f321-4d37-a60a-703262849980_103
AVAILABLE,934037.8614,222332ba-8cc6-4043-9cf1-1c4aa2765631_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,22774ae4-a03f-4549-87f2-98ed445dbc26_103
AVAILABLE,0,228860b8-02b5-459b-b657-63bf3ffd46f4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,22d4b0a0-f3bf-4c0d-9d16-be6d97c5d49c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,22d4ec91-3194-4974-8743-fe1a4e0a1d74_103
AVAILABLE,1117346.37,22f1e071-a0d6-4a6e-af3c-d9ad40681643_103
BLOCKED_BY_CONDONATION,0,23036c4a-ae63-4341-a868-6c8fe8732791_103
AVAILABLE,1492234.505,2305cf38-7b94-4d54-b107-e809dbb15d36_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,230baf1d-1871-4644-86ed-5e0b6b5c6ae4_103
AVAILABLE,1331760.296,2347c304-3394-4397-8f8e-da827136bcd3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,236751a3-d998-47c1-8e64-ac6a70bdab62_103
AVAILABLE,1799999.33,236f7123-00f8-4609-9f23-c6632b9d44c7_103
AVAILABLE,1876898.32,2389148b-3415-47ba-81bd-ab5864fc809e_103
AVAILABLE,388347.5987,23ad29b2-57ce-4eb7-aa8e-70a58a970163_103
AVAILABLE,1947698.234,23b016a1-c020-4305-838b-ec676ffad6cf_103
AVAILABLE,1851050.525,23c89822-0894-4873-9e18-3c42a6a6a27b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,23cc6546-a5a8-4ce1-b1d0-573f6f3ef0a8_103
AVAILABLE,1340567.003,23d7799c-c4a3-4331-bde1-dc7dab8a6b7e_103
AVAILABLE,1195100.894,23e17c9d-d35d-4370-bb71-6c2d2b43e0af_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,24181f6a-44c0-4cf1-9246-380b9e4f6c02_103
AVAILABLE,1800000,2438b8c4-0c1a-4aa6-bdd3-cf1ca6d77c33_103
AVAILABLE,2321201.352,247f3fe2-dd59-4256-a512-a76ff1356689_103
AVAILABLE,2010768.842,24b5b4b5-be53-45df-a152-580abfb4d9bc_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,24c4e3cd-ecc0-497e-ba3c-95977b4b9f52_103
AVAILABLE,1799921.706,25059965-492d-4fa0-8c67-2ad264231773_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,254e9a48-89d3-4795-b912-b3be30089daa_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,2551bce4-384f-4381-ac2f-a41c5236051b_103
AVAILABLE,640100,255cae14-240e-466d-86a8-c4cf4d671d75_103
BLOCKED_BY_UNPAID_REFINANCING,0,2584c45b-0ca1-4ae1-b786-b1e163c325b5_103
AVAILABLE,1241609.333,2591c76e-0710-415d-abc0-e9925f125a91_103
AVAILABLE,1313614.677,25a93050-8a13-4c25-837c-774592c41e51_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,25d58dfa-9279-4283-9645-ee3bdeeace96_103
AVAILABLE,3398939.263,25e68e7c-af5c-445a-b6a3-b3f1e0f537cc_103
AVAILABLE,1800000,25f94081-1b06-4db9-8c6c-be61e17ecde9_103
AVAILABLE,1799997.904,25fba17e-3f84-42ee-a455-af765ca52eb0_103
AVAILABLE,961133.9307,2601b143-008f-4716-a341-7ff213a9774f_103
AVAILABLE,1799959.109,260e5910-0044-41ff-8f40-022ee3f09fe5_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,2652f76a-0366-499f-a622-03417f23359a_103
AVAILABLE,2200000,26a1948f-ad8f-49c9-ac82-825e78a674dd_103
AVAILABLE,865800.0596,26a7d4f8-56e1-4b86-85f0-ecc1df983a4a_103
AVAILABLE,1799910.108,26a9b266-ccab-44b7-b4b7-688297a19fd6_103
BLOCKED_BY_FRAUD,0,26c15881-dace-473d-a111-1768418ee715_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,26f09fe3-fdf9-4a8e-9ca8-010162e28095_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,272dcae1-e4d5-48b8-bd3e-39d63830a33e_103
AVAILABLE,0,275d52ae-6f6d-40af-85f6-4f0bd14d2d07_103
AVAILABLE,1427986.73,278dd21f-09ab-4193-a843-3696ac943a53_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,27adf1cd-b2b0-4d20-8dd2-a0e417a2a498_103
AVAILABLE,2500000,27bb7b39-db27-452e-9d76-04d03ab5741e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,27e2f6f3-8db4-49a2-bcff-7eddab6dc094_103
AVAILABLE,1349944.809,27fdd09d-fdb4-4dbd-b10f-cc3776be20e4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2811adf0-9df2-48d1-974d-759d9882dd8b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2820abcd-0680-4451-9e1e-54f93db46690_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,284f8dd3-0cc3-4a33-8ffd-b7d82f5f864f_103
AVAILABLE,2308799.67,288d996a-f808-4b2c-9886-9b2ee0e80bc1_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,289b7c91-10e4-4426-adb2-7b8af8195ddc_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,289e6c49-af87-4898-94d8-0e02a2d82214_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,28aacfd1-a760-4d82-a193-a2a178219aa5_103
AVAILABLE,1494000,28ae91f5-dcf2-4cae-8efa-0f0ad74c0d84_103
AVAILABLE,1189880.376,28e7a13b-d3fd-49e1-be01-26dec05b299b_103
AVAILABLE,0,28f2a80d-9a8b-4a62-b68c-ceeda8b6997c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,28ffdbf3-4514-4e09-8b8f-67d29f443823_103
AVAILABLE,1494000,2910a3e5-0e92-4258-8a22-47b7648d8ca8_103
AVAILABLE,3163262.931,2935a8fe-e21e-469f-9e2a-033f950cc849_103
AVAILABLE,1349999.063,294da735-7257-4799-a242-13e5e44489cd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,29811afa-049b-4df1-aba5-ddeade4a48a7_103
AVAILABLE,662216.6666,2996c9a7-41b1-420b-b27a-5c157de11d6b_103
AVAILABLE,1716172.623,29b00219-e456-4579-8493-4b0f96e8f950_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,29b1a504-05f2-4dc8-aa2d-58c36c530a6d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,29b3000a-84c2-4923-a45b-878ffbe0e91a_103
AVAILABLE,1800000,29b88472-270d-4dd5-8225-bca0cc3a029b_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,29bea3b8-6779-48a7-a2b2-750af9ee8e25_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,29de01a9-d5a0-46b1-844d-53c5a26271b8_103
AVAILABLE,811000,2a14bbca-cbc3-4d35-9191-a01ed97f0ad2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2a31e993-5497-4daa-9627-01012f3cf27b_103
AVAILABLE,1350000,2a59f0f4-18e8-44e9-9c06-6b6939463c6b_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2a5bcd88-2ea6-41b3-844a-c7ad6b613e58_103
AVAILABLE,960944.8735,2a67a324-4177-4fbb-8a4a-87b25018eedf_103
AVAILABLE,1420000,2a7681f7-fa86-4b7d-90e0-6fed9ea99103_103
BLOCKED_BY_FRAUD,0,2a77b637-7bf5-4645-9153-573d472a6eba_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2a827c4b-b12f-4d1a-8752-392796463969_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2a9bce9e-352a-4b9b-ac40-12c422b9f493_103
AVAILABLE,1985237.85,2aa05c00-5e10-4905-a3dd-53dcfddfed9b_103
AVAILABLE,715468.1362,2ac33c27-6214-4e84-9bfe-59ed1ed62ecd_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2ae78c69-abed-4459-b85a-564e33c12a02_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2ae8cde3-bbb2-4915-b8f3-16a03809f0df_103
AVAILABLE,1303772.953,2af3a3c1-d1a0-4bae-b985-fdf124de2a72_103
AVAILABLE,718623.1543,2af59ac4-2026-4f70-bb5d-1459ea73ee11_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2b172521-1814-4472-b406-b5c7aa87615c_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,2b308d41-6dee-404c-8bb4-d38af4d2f1f5_103
AVAILABLE,1107276.074,2b5fa93f-a668-4a39-97d9-581797046302_103
AVAILABLE,1320169.894,2b75ce15-44d6-418a-bfd3-ca81ddffa0b6_103
AVAILABLE,1800000,2b772ec9-2064-4bb0-a0b4-9736cbd3062b_103
AVAILABLE,1666733.107,2b7f102b-6651-4940-a899-f1a7fde87fd2_103
AVAILABLE,1580503.39,2b952f8a-fa63-4b5f-ba12-7f1b4679d31c_103
AVAILABLE,708131.5423,2b986368-152a-4449-9166-9565dc83c99e_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2bd127e0-0ca8-4ce2-b08e-623ee214996f_103
AVAILABLE,1800000,2bd82eba-dde6-48dd-bdea-c4d0c40f9d78_103
AVAILABLE,629965.023,2bed33d2-c823-434a-886d-53af26a7a1a2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2bef2865-b813-48ab-a3a6-1d7736a7f3cf_103
AVAILABLE,787817.33,2bfb7138-ae89-46c5-92de-c0df313dcaa4_103
AVAILABLE,977999.67,2c0024c2-f498-4c41-be4f-91cded6d0844_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2c01e874-3990-4777-a7ad-136e783bf1be_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2c0ea09c-6607-4905-80c3-add47d99b536_103
AVAILABLE,573069.8605,2c19d6f9-2921-45f1-ad6e-b3c9cfc3da7d_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2c3baeb6-ba60-406a-af8d-1cffe58267da_103
AVAILABLE,2211666,2c480643-8b35-4a50-a412-d26329987103_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2c6d1175-ee26-4803-90ac-7fc358c292e2_103
AVAILABLE,1441723.377,2c6db4ef-1159-4b9d-bae1-207d752ccab2_103
AVAILABLE,2343175.241,2c915d9e-f802-478c-a6e3-70cf5a0c8d13_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,2caa41f7-3a1a-412b-8103-f5caab061248_103
AVAILABLE,891826.1539,2cb3c62b-a336-4296-b41b-76b459f05381_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2cca9050-9382-48f7-ae08-b525830d1df1_103
AVAILABLE,1493999.256,2d1ddc5c-59fe-41a8-947a-35af09c6e7fd_103
AVAILABLE,1350000,2d1e5e4d-3e20-4586-81fe-b8feb427ff0c_103
AVAILABLE,1835774.194,2d235907-f501-41e2-b2b1-76b18cc6f0b0_103
AVAILABLE,1800000,2d4179e4-6a14-42a6-8bdb-c54f269a1601_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2d51955e-5cf3-49ce-9b36-2a7abbbd6681_103
AVAILABLE,2981956.328,2d66f51c-d627-43a2-991c-a6c8a85e8feb_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2da0d5fd-a1a7-4311-8e24-fbc1d7d5894f_103
AVAILABLE,1441017.01,2da1a113-1926-4e4a-bc18-35bc697afea4_103
AVAILABLE,454400.855,2db17e4b-286d-44fa-9d81-3cb8228ac737_103
AVAILABLE,1293665,2db55133-2f9d-4c2b-aa68-3e6eec538ee6_103
AVAILABLE,2499995.894,2db869b0-aa80-4819-b75e-7fafa62ca05e_103
AVAILABLE,1972710.286,2ded1055-a87f-48ec-a406-ddce1e466dd5_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2df7abcb-b69b-4604-9f24-2fefaa0f9014_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2df9f997-46fd-4c09-981a-eb5e18b577b8_103
AVAILABLE,996000,2e01e008-2910-4f83-bcaa-2a9533c4e8e7_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,2e39b7c0-3c5b-4de7-aef0-eb0676709b60_103
AVAILABLE,600000,2e3d6bd0-b2fb-4987-9cd0-e921c8887d32_103
AVAILABLE,0,2eb154a0-edfa-42d4-a7e0-7b457c17f144_103
AVAILABLE,1163466,2eb69b69-da7d-49ac-9a36-bc671f529c92_103
AVAILABLE,0,2ec29231-2d0d-4a6e-8dbb-3481a6a7a399_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2ed0730b-0d89-4b66-b9e5-a424d2d3d192_103
AVAILABLE,1441700.896,2f5c2940-2845-440e-b987-50fea1da3e76_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,2f897132-e46c-4c40-9a32-95f22f265936_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,2fb7aebe-8df9-4e9f-bdd1-7dff8fb21021_103
AVAILABLE,1343607.382,2fd11132-3b1c-4e71-9f3d-7aac914740f8_103
AVAILABLE,1800000,2fdd20a7-34ab-41db-8393-9e3b112c6639_103
AVAILABLE,1286649.481,2fe1704a-942f-47d6-b9fb-e07aec57a97e_103
AVAILABLE,715859.1666,2fe684e8-e5e0-40d7-b6e6-d0815116a674_103
AVAILABLE,1800000,30322956-ed15-4bce-baa8-c976810b8cfe_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,30425333-7353-4d7a-a23c-f622112f0bf3_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,304a93ae-3d6c-489b-997d-482d3682b295_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,304ac7db-64ee-41a3-a602-932c493cd76a_103
AVAILABLE,1351963.72,306bd70b-39ba-4246-90aa-18c6fbcdeca1_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,30aefa10-2b73-41ba-a149-3750f2312186_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,30b469f1-fe0e-44ed-955f-78379cb237a2_103
AVAILABLE,1799946.829,30c60e46-3bc9-467e-8ba7-0977eefb2570_103
AVAILABLE,1165283.224,30da83ba-11e9-4508-b1f6-f998e01d39c0_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,30ea271c-fb60-4306-bc65-6efa634bf034_103
AVAILABLE,676327.7037,31484b8c-ff5c-4e0b-9ccf-1083f3566372_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,31562713-e556-4ca6-8363-89a6ed30a839_103
AVAILABLE,1799948.515,31667513-de78-4e14-a040-09c8f2ba00c1_103
AVAILABLE,1397034.174,317ab8d0-a796-4b36-bf8d-b44e9a30744c_103
AVAILABLE,1956556.225,31968e3c-4461-42e0-9c5d-5c5972c399b0_103
AVAILABLE,599999.993,31c4d4de-72ee-4c95-b030-cf2ded04add2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,31c7e3c6-bafe-47b5-828c-10a70203efd6_103
AVAILABLE,282100,3218b17b-b1b4-4c22-b8c8-b4a6dc81fad9_103
BLOCKED_BY_CONDONATION,0,32286e90-da44-4b8e-a74d-c40adb9f4797_103
AVAILABLE,899975.1628,322a982d-9511-40a5-868e-aaa3337f4378_103
AVAILABLE,0,323118fc-9c0d-4a12-95f0-4d4dd0ba14c8_103
AVAILABLE,1441331.986,3233d389-ff51-499b-96be-7d2f2b2d51fb_103
BLOCKED_BY_ALL_LOANS_CANCELLED,0,3268439e-6012-4476-8977-5adfbe010315_103
AVAILABLE,756793.251,328001c7-30d6-43fd-b9da-f8ceacfcffcd_103
AVAILABLE,598555.1434,32a43119-a21b-4df6-a7a0-391ec979e331_103
AVAILABLE,844461.7504,32b3917e-5d62-4512-971b-3b8be7f8fa82_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,330095c0-5396-40f1-86c7-e063ba1314ab_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3308d8a4-4cad-4fbe-b102-505efde546f4_103
AVAILABLE,1649963.914,3313f7de-526c-4d0b-8738-cc1349c9ec52_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3328a92f-40eb-4a0c-81a4-f1a070a676a7_103
AVAILABLE,1601136.62,33298c9d-57a4-4157-87c5-1eab19a242fc_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,333536b9-fc4c-47eb-84f2-9d43d937941d_103
AVAILABLE,0,333b9c12-e381-43ea-8909-22a8c0c1fce3_103
AVAILABLE,1679999.67,3350b7c3-2692-4dbe-a24d-d597f327509d_103
AVAILABLE,1800000,3388cc17-e7d4-4919-a56f-1976b96f22e2_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3388e6ba-e25a-4eb1-b5a3-b472328fc73a_103
AVAILABLE,1799960.973,33890d2b-bd7d-48dd-a7b3-545240fc511a_103
AVAILABLE,1091700.896,338e06e8-69e7-4c55-ab1a-9976fa08a476_103
BLOCKED_BY_UNPAID_REFINANCING,0,33906c63-4517-41ae-be79-9329d1b27362_103
AVAILABLE,2200000,3394d1a6-4bf7-469e-992b-3244107495ea_103
AVAILABLE,1493891.819,339a5b88-a82f-4e1f-be76-e1f3ea6e8a6d_103
BLOCKED_BY_CONDONATION,0,33c20ad9-c4fd-4e45-9695-1ca241dd9a6d_103
AVAILABLE,1999973.634,33c3373a-75e9-45d4-8939-9c3ca7ea024c_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,341cfab1-1f6c-4816-909f-08d0e10d710e_103
AVAILABLE,0,3427efb6-0a40-4e06-a65c-83aa64b59bae_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3442cb06-a912-4862-bc69-578b5d8e426c_103
BLOCKED_BY_ECM_POLICY_CAN_TRANSACT,0,3445e680-c3f1-4031-9d30-20adf824d370_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,344ac02f-8de7-4ca5-8275-83f7aaf0ab26_103
BLOCKED_BY_ECM_POLICY_MAX_ACTIVE_LOANS,0,34680dc1-c314-445f-b293-3d7da96c6187_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,3472a786-d8c5-4e30-9262-07eb8be09b15_103
AVAILABLE,0,3476370a-5065-4847-b70b-5a7bda22346f_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,34843a89-c215-446f-b55c-a80c3721a165_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,34a937af-66dd-4740-815d-64110772fbc4_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,34d945d3-c64a-4b43-8eba-afcb61994528_103
AVAILABLE,578221.6642,34d99601-9dcc-461f-af6b-f5435cb5c3d9_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,34de43f0-74e2-485e-b47c-08afa3410283_103
AVAILABLE,2199999.67,34e29403-5f75-42ce-8b15-fc1faa95dd04_103
AVAILABLE,883219.1677,34e4f703-f5a3-4691-8d22-349acfb514cc_103
BLOCKED_BY_DELINQUENCY_THRESHOLD,0,34f2cf47-82cb-4648-be9d-33c4200e660d_103
